ME,South Portland,softball,https://www.littleleague.org/play-little-league/softball/,"city, state Youth softball leagues"
ME,South Portland,softball,https://coloradosprings.gov/sports-office/page/youth-t-ball-baseball-softball,"city, state Youth softball leagues"
ME,South Portland,softball,https://www.littleleague.org/,"city, state Youth softball leagues"
ME,South Portland,softball,https://parks.lacounty.gov/sports/,"city, state Youth softball leagues"
ME,South Portland,softball,https://www.cityofparma-oh.gov/en-us/Recreation-Department.aspx,"city, state Youth softball leagues"
ME,South Portland,softball,https://www.waco-texas.com/Departments/Parks-Recreation/Sports-Leagues,"city, state Youth softball leagues"
ME,South Portland,softball,https://mybbaseball.com/,"city, state Youth softball leagues"
ME,South Portland,softball,https://legalaidatwork.org/davis-youth-softball-association-and-civil-rights-nonprofit-organizations-reach-agreement-with-city-of-davis-regarding-gender-based-equity-in-community-sports/,"city, state Youth softball leagues"
ME,South Portland,softball,https://www.brookhavenga.gov/parksrec/page/youth-athletics,"city, state Youth softball leagues"
ME,South Portland,softball,https://www.cityofclarksville.com/720/Athletics,"city, state Youth softball leagues"
ME,South Portland,softball,https://www.cedarcity.org/1215/Baseball-Softball,"city, state Youth softball leagues"
ME,South Portland,softball,https://phenixcityal.us/parks-recreation/athletics/youth-leagues/baseball-softball/,"city, state Youth softball leagues"
ME,South Portland,softball,https://www.usssa.com/fastpitch,"city, state Youth softball leagues"
ME,South Portland,softball,https://www.cityofshelby.com/departments/parks-and-recreation/youth-programs/girl-s-softball,"city, state Youth softball leagues"
ME,South Portland,softball,https://www.athensalabama.us/196/Youth-Softball,"city, state Youth softball leagues"
ME,South Portland,softball,https://www.buckeyeaz.gov/community/residents/parks-recreation/sports-leagues/youth-sports-leagues,"city, state Youth softball leagues"
ME,South Portland,softball,https://www.cityoflancasterca.org/our-city/departments-services/parks-recreation-arts/recreation/athletics,"city, state Youth softball leagues"
ME,South Portland,softball,https://clubs.bluesombrero.com/Default.aspx?tabid=1270623,"city, state Youth softball leagues"
ME,South Portland,softball,https://www.montgomeryal.gov/residents/dixie-youth-baseball-softball,"city, state Youth softball leagues"
ME,South Portland,softball,https://www.usasoftball.com/,"city, state Youth softball leagues"
ME,South Portland,softball,https://www.knoxvilletn.gov/government/city_departments_offices/parks_and_recreation/sports/baseball/youth_baseball___softball,"city, state Youth softball leagues"
ME,South Portland,softball,https://www.tcgfsa.org/,"city, state Youth softball leagues"
ME,South Portland,softball,https://www.cityofrockhill.com/departments/parks-recreation-tourism/programs/athletic-leagues/youth-leagues,"city, state Youth softball leagues"
ME,South Portland,softball,https://www.phoenix.gov/parks/sports,"city, state Youth softball leagues"
ME,South Portland,softball,https://usfastpitch.com/,"city, state Youth softball leagues"
ME,South Portland,softball,https://www.bcutah.gov/recreation.htm,"city, state Youth softball leagues"
ME,South Portland,softball,https://vcsuvikings.com/sports/2023/1/26/54_133192468871818199.aspx,"city, state Youth softball leagues"
ME,South Portland,softball,https://cityofgardena.org/sports-and-leisure/,"city, state Youth softball leagues"
ME,South Portland,softball,https://www.killeentexas.gov/182/Youth-Leagues,"city, state Youth softball leagues"
ME,South Portland,softball,https://www.mywinterhaven.com/parks-and-recreation/facilities-parks/diamonplex/,"city, state Youth softball leagues"
ME,South Portland,softball,https://www.spanishfork.org/departments/parkrec/sports/basesoft/index.php,"city, state Youth softball leagues"
ME,South Portland,softball,https://www.dodgecity.org/839/Tournament-Schedule,"city, state Youth softball leagues"
ME,South Portland,softball,https://www.leaguelineup.com/welcome.asp?url=brsfsc,"city, state Youth softball leagues"
ME,South Portland,softball,https://www.wilsonnc.org/residents/all-departments/parks-recreation/athletics/youth,"city, state Youth softball leagues"
ME,South Portland,softball,https://www.mywinterhaven.com/parks-and-recreation/facilities-parks/diamonplex/,"city, state Youth softball leagues"
ME,South Portland,softball,https://codelibrary.amlegal.com/codes/newyorkcity/latest/NYCadmin/0-0-0-2122,"city, state Youth softball leagues"
ME,South Portland,softball,https://okcfox.com/news/local/ok-kids-baseball-association-youth-teams-blindsided-by-eligibility-rule-unable-to-compete-in-state-championship-zayne-erickson-adam-engle-brittany-shepherd-sports-girls-boys-mark-schoonmaker-oklahoma-ineligible-coaches,"city, state Youth softball leagues"
ME,South Portland,softball,https://www.masoncity.net/pview.aspx?id=48804&catid=0,"city, state Youth softball leagues"
ME,South Portland,softball,https://www.laparks.org/sports/gpla,"city, state Youth softball leagues"
ME,South Portland,softball,https://okfastpitch.usssa.com/,"city, state Youth softball leagues"
ME,South Portland,softball,https://www.usasoftballutah.com/,"city, state Youth softball leagues"
ME,South Portland,softball,https://tournamentusasoftball.com/,"city, state Youth softball leagues"
ME,South Portland,softball,https://meridiancity.org/parks/sports/youth-girls-fast-pitch-softball/,"city, state Youth softball leagues"
ME,South Portland,softball,https://www.okkidsbaseball.org/,"city, state Youth softball leagues"
ME,South Portland,softball,https://playnsa.com/,"city, state Youth softball leagues"
ME,South Portland,softball,https://raleighnc.gov/parks/services/athletics-program/youth-athletics,"city, state Youth softball leagues"
ME,South Portland,softball,https://rec.troymi.gov/programs___events/leagues/index.php,"city, state Youth softball leagues"
ME,South Portland,softball,https://www.san-marcos.net/play/sports/youth-sports-leagues-organizations,"city, state Youth softball leagues"
ME,South Portland,softball,https://www.perfectgame.org/softball/schedule.aspx?Type=Tournaments,"city, state Youth softball leagues"
ME,South Portland,softball,https://www.goodyearll.org/softball,"city, state Youth softball leagues"
ME,South Portland,softball,https://www.nycgovparks.org/permits/field-and-court/request,"city, state Youth softball leagues"
ME,South Portland,softball,https://softball.tournamentconnect.premiergirlsfastpitch.com/events/register/tournaments/provider/premiergirlsfastpitch,"city, state Youth softball leagues"
ME,South Portland,softball,https://www.clantonadvertiser.com/2023/06/21/clantons-youth-heading-to-state-softball-tournaments/,"city, state Youth softball leagues"
